_id,Year/Année,Name/Nom,Frequency/Fréquence
26377,1971,DAMON,11
26378,1971,DAN,12
26379,1971,DANA,37
26380,1971,DANE,5
26381,1971,DANIAL,9
26382,1971,DANIEL,907
26383,1971,DANIELE,26
26384,1971,DANNY,115
26385,1971,DANY,10
26386,1971,DARBY,5
26387,1971,DARCY,71
26388,1971,DAREN,14
26389,1971,DARIN,20
26390,1971,DARIO,5
26391,1971,DARREL,7
26392,1971,DARRELL,82
26393,1971,DARREN,300
26394,1971,DARRIN,39
26395,1971,DARRYL,163
26396,1971,DARWIN,7
26397,1971,DARYL,61
26398,1971,DARYN,5
26399,1971,DAVE,25
26400,1971,DAVID,2387
26401,1971,DAVIDE,16
26402,1971,DEAN,206
26403,1971,DEMETRIOS,17
26404,1971,DENIS,85
26405,1971,DENNIS,223
26406,1971,DENNY,19
26407,1971,DERECK,9
26408,1971,DEREK,580
26409,1971,DERICK,12
26410,1971,DERIK,7
26411,1971,DERRICK,60
26412,1971,DERYK,7
26413,1971,DESMOND,10
26414,1971,DEVIN,15
26415,1971,DEVON,7
26416,1971,DIEGO,8
26417,1971,DIMITRIOS,28
26418,1971,DINO,52
26419,1971,DION,13
26420,1971,DIRK,6
26421,1971,DOMENIC,16
26422,1971,DOMENICO,82
26423,1971,DOMINIC,13
26424,1971,DOMINIQUE,13
26425,1971,DON,14
26426,1971,DONALD,408
26427,1971,DONATO,10
26428,1971,DONOVAN,9
26429,1971,DORIAN,7
26430,1971,DOUGLAS,366
26431,1971,DREW,16
26432,1971,DUANE,111
26433,1971,DUNCAN,26
26434,1971,DUSTIN,25
26435,1971,DWAYNE,135
26436,1971,DWIGHT,21
26437,1971,DYLAN,12
26438,1971,EARL,37
26439,1971,EARLE,7
26440,1971,EDDIE,11
26441,1971,EDDY,7
26442,1971,EDGAR,13
26443,1971,EDMOND,5
26444,1971,EDUARDO,9
26445,1971,EDWARD,370
26446,1971,EDWIN,19
26447,1971,ELDON,10
26448,1971,ELI,14
26449,1971,ELIAS,12
26450,1971,ELIO,8
26451,1971,ELLIOT,7
26452,1971,ELLIOTT,13
26453,1971,ELMER,7
26454,1971,ELVIS,11
26455,1971,EMANUEL,9
26456,1971,EMANUELE,5
26457,1971,EMIL,5
26458,1971,EMILE,7
26459,1971,EMILIO,15
26460,1971,EMMANUEL,7
26461,1971,ENRICO,15
26462,1971,ENZO,17
26463,1971,ERIC,327
26464,1971,ERICH,11
26465,1971,ERICK,6
26466,1971,ERIK,43
26467,1971,ERIN,10
26468,1971,ERNEST,48
26469,1971,ERNESTO,8
26470,1971,ERROL,5
26471,1971,ETHAN,6
26472,1971,EUGENE,29
26473,1971,EUGENIO,10
26474,1971,EVAN,21
26475,1971,EVANGELOS,7
26476,1971,EVERETT,6
26477,1971,FABIAN,11
26478,1971,FABIO,19
26479,1971,FABRIZIO,11
26480,1971,FEDERICO,6
26481,1971,FELICE,6
26482,1971,FERNANDO,17
26483,1971,FILIPPO,10
26484,1971,FLAVIO,7
26485,1971,FRANCESCO,118
26486,1971,FRANCIS,46
26487,1971,FRANCISCO,7
26488,1971,FRANCO,76
26489,1971,FRANCOIS,26
26490,1971,FRANK,202
26491,1971,FRANKLIN,13
26492,1971,FRASER,18
26493,1971,FRED,7
26494,1971,FREDERIC,6
26495,1971,FREDERICK,99
26496,1971,FREDRICK,23
26497,1971,GABRIEL,16
26498,1971,GAETAN,11
26499,1971,GAETANO,18
26500,1971,GARETH,9
26501,1971,GARFIELD,6
26502,1971,GARNET,18
26503,1971,GARRY,51
26504,1971,GARTH,11
26505,1971,GARY,262
26506,1971,GAVIN,32
26507,1971,GENE,18
26508,1971,GENNARO,6
26509,1971,GEOFFREY,137
26510,1971,GEORGE,307
26511,1971,GEORGES,6
26512,1971,GEORGIOS,8
26513,1971,GERALD,175
26514,1971,GERARD,24
26515,1971,GERARDO,6
26516,1971,GERHARD,7
26517,1971,GERRY,21
26518,1971,GIACOMO,9
26519,1971,GIANCARLO,6
26520,1971,GIANNI,27
26521,1971,GILBERT,21
26522,1971,GILLES,38
26523,1971,GINO,17
26524,1971,GIORGIO,7
26525,1971,GIOVANNI,86
26526,1971,GIUSEPPE,165
26527,1971,GLEN,164
26528,1971,GLENN,163
26529,1971,GORDAN,6
26530,1971,GORDON,229
26531,1971,GRAEME,15
26532,1971,GRAHAM,85
26533,1971,GRANT,93
26534,1971,GREG,14
26535,1971,GREGG,18
26536,1971,GREGGORY,5
26537,1971,GREGORY,712
26538,1971,GUIDO,7
26539,1971,GUS,11
26540,1971,GUY,70
26541,1971,HANS,9
26542,1971,HARALAMBOS,5
26543,1971,HAROLD,52
26544,1971,HARRY,38
26545,1971,HARVEY,14
26546,1971,HEATH,9
26547,1971,HECTOR,9
26548,1971,HENDRIK,5
26549,1971,HENRY,55
26550,1971,HERBERT,25
26551,1971,HOWARD,39
26552,1971,HUBERT,10
26553,1971,HUGH,30
26554,1971,IAIN,21
26555,1971,IAN,330
26556,1971,INFANT,12
26557,1971,IOANNIS,7
26558,1971,ISAAC,9
26559,1971,IVAN,53
26560,1971,IVANO,6
26561,1971,J,9
26562,1971,JACK,46
26563,1971,JACKIE,6
26564,1971,JACKSON,5
26565,1971,JACOB,23
26566,1971,JACQUES,32
26567,1971,JAIME,7
26568,1971,JAKE,7
26569,1971,JAMES,1560
26570,1971,JAMIE,231
26571,1971,JAN,26
26572,1971,JARED,17
26573,1971,JARRETT,7
26574,1971,JARROD,15
26575,1971,JASEN,5
26576,1971,JASON,2082
26577,1971,JAY,64
26578,1971,JAYSON,31
26579,1971,JEAN,93
26580,1971,JEAN-FRANCOIS,7
26581,1971,JEAN-GUY,6
26582,1971,JEAN-MARC,7
26583,1971,JEAN-PAUL,26
26584,1971,JEAN-PIERRE,12
26585,1971,JEFF,6
26586,1971,JEFFEREY,9
26587,1971,JEFFERY,355
26588,1971,JEFFREY,899
26589,1971,JEFFRY,9
26590,1971,JEREMIE,5
26591,1971,JEREMY,218
26592,1971,JEROME,20
26593,1971,JERRY,61
26594,1971,JESSE,35
26595,1971,JIM,21
26596,1971,JIMMY,31
26597,1971,JOAO,11
26598,1971,JODY,98
26599,1971,JOE,24
26600,1971,JOEL,116
26601,1971,JOESPH,8
26602,1971,JOEY,17
26603,1971,JOHAN,6
26604,1971,JOHN,1827
26605,1971,JOHNATHAN,20
26606,1971,JOHNATHON,6
26607,1971,JOHNNY,39
26608,1971,JOHN-PAUL,12
26609,1971,JOHNY,5
26610,1971,JON,45
26611,1971,JONAH,5
26612,1971,JONAS,11
26613,1971,JONATHAN,281
26614,1971,JONATHON,33
26615,1971,JORDAN,29
26616,1971,JORGE,8
26617,1971,JOSE,64
26618,1971,JOSEF,9
26619,1971,JOSEPH,1541
26620,1971,JOSHUA,51
26621,1971,JOSIP,8
26622,1971,JUAN,10
26623,1971,JUDE,8
26624,1971,JULIAN,26
26625,1971,JUSTIN,118
26626,1971,KARI,7
26627,1971,KARIM,6
26628,1971,KARL,58
26629,1971,KEITH,225
26630,1971,KELLY,62
26631,1971,KEN,14
26632,1971,KENNETH,494
26633,1971,KENT,34
26634,1971,KERRY,27
26635,1971,KEVAN,6
26636,1971,KEVEN,7
26637,1971,KEVIN,1101
26638,1971,KIERAN,6
26639,1971,KIM,14
26640,1971,KIRBY,6
26641,1971,KIRK,99
26642,1971,KONSTANTINOS,18
26643,1971,KORY,7
26644,1971,KOSTANTINOS,6
26645,1971,KRIS,12
26646,1971,KRISTEN,5
26647,1971,KRISTIAN,6
26648,1971,KRISTOPHER,26
26649,1971,KURT,28
26650,1971,KURTIS,10
26651,1971,KYLE,121
26652,1971,LANCE,52
26653,1971,LARRY,113
26654,1971,LASZLO,5
26655,1971,LAURENCE,12
26656,1971,LAURENT,8
26657,1971,LAURIE,6
26658,1971,LAWRENCE,115
26659,1971,LEE,77
26660,1971,LEN,5
26661,1971,LENARD,9
26662,1971,LEO,43
26663,1971,LEON,24
26664,1971,LEONARD,91
26665,1971,LEONARDO,23
26666,1971,LEROY,8
26667,1971,LESLIE,60
26668,1971,LESTER,10
26669,1971,LEVI,7
26670,1971,LEWIS,7
26671,1971,LIAM,12
26672,1971,LINCOLN,10
26673,1971,LINO,8
26674,1971,LIONEL,10
26675,1971,LLOYD,41
26676,1971,LONNIE,10
26677,1971,LONNY,7
26678,1971,LORENZO,9
26679,1971,LORNE,34
26680,1971,LOUIE,5
26681,1971,LOUIS,63
26682,1971,LUC,60
26683,1971,LUCIANO,19
26684,1971,LUCIEN,5
26685,1971,LUIGI,43
26686,1971,LUIS,14
26687,1971,LUKE,31
26688,1971,LYLE,20
26689,1971,MALCOLM,25
26690,1971,MALE,21
26691,1971,MANUEL,19
26692,1971,MARC,336
26693,1971,MARCEL,61
26694,1971,MARCELLO,11
26695,1971,MARCO,81
26696,1971,MARCUS,43
26697,1971,MARINO,5
26698,1971,MARIO,103
26699,1971,MARK,1125
26700,1971,MARKO,14
26701,1971,MARKUS,9
26702,1971,MARLON,6
26703,1971,MARSHALL,8
26704,1971,MARTIN,201
26705,1971,MARTY,16
26706,1971,MARVIN,20
26707,1971,MASSIMO,29
26708,1971,MATHEW,47
26709,1971,MATHIEU,5
26710,1971,MATTEO,9
26711,1971,MATTHEW,431
26712,1971,MAURICE,45
26713,1971,MAURIZIO,34
26714,1971,MAURO,23
26715,1971,MAX,8
26716,1971,MAXWELL,7
26717,1971,MELVIN,21
26718,1971,MERLE,5
26719,1971,MERVIN,7
26720,1971,MICHAEL,2499
26721,1971,MICHEAL,124
26722,1971,MICHEL,152
26723,1971,MICHELE,49
26724,1971,MIGUEL,12
26725,1971,MIKE,45
26726,1971,MILAN,16
26727,1971,MILES,8
26728,1971,MIRKO,6
26729,1971,MITCHELL,33
26730,1971,MOHAMED,5
26731,1971,MORGAN,9
26732,1971,MURRAY,69
26733,1971,MYLES,7
26734,1971,MYRON,7
26735,1971,NATHAN,43
26736,1971,NATHANIEL,13
26737,1971,NEAL,21
26738,1971,NEIL,140
26739,1971,NEKTARIOS,7
26740,1971,NELSON,63
26741,1971,NEWBORN,5
26742,1971,NICHOLAS,100
26743,1971,NICK,46
26744,1971,NICKOLAOS,6
26745,1971,NICKOLAS,5
26746,1971,NICOLA,68
26747,1971,NICOLAS,10
26748,1971,NICOLINO,6
26749,1971,NIGEL,12
26750,1971,NIKOLA,7
26751,1971,NIKOLAOS,9
26752,1971,NINO,6
26753,1971,NOAH,18
26754,1971,NOEL,30
26755,1971,NONE,5
26756,1971,NORMAN,110
26757,1971,NORMAND,19
26758,1971,NOT,10
26759,1971,OLIVER,37
26760,1971,OMAR,12
26761,1971,OSCAR,6
26762,1971,OWEN,32
26763,1971,PABLO,5
26764,1971,PANAGIOTIS,19
26765,1971,PAOLO,60
26766,1971,PARRY,5
26767,1971,PASCAL,9
26768,1971,PASQUALE,33
26769,1971,PASQUALINO,9
26770,1971,PATRICE,5
26771,1971,PATRICK,407
26772,1971,PAUL,1241
26773,1971,PAULO,45
26774,1971,PEDRO,10
26775,1971,PERCY,6
26776,1971,PERRY,22
26777,1971,PETAR,7
26778,1971,PETER,749
26779,1971,PHILIP,176
26780,1971,PHILIPPE,28
26781,1971,PHILLIP,55
26782,1971,PIERO,7
26783,1971,PIERRE,85
26784,1971,PIETRO,43
26785,1971,QUENTIN,7
26786,1971,QUINN,9
26787,1971,RAFFAELE,16
26788,1971,RAJEEV,5
26789,1971,RALPH,35
26790,1971,RANDAL,23
26791,1971,RANDALL,26
26792,1971,RANDOLPH,27
26793,1971,RANDY,135
26794,1971,RAPHAEL,7
26795,1971,RAVI,5
26796,1971,RAY,11
26797,1971,RAYMON,5
26798,1971,RAYMOND,210
26799,1971,REGINALD,19
26800,1971,REID,5
26801,1971,REJEAN,9
26802,1971,REMO,13
26803,1971,RENATO,10
26804,1971,RENE,35
26805,1971,REUBEN,10
26806,1971,RHEAL,7
26807,1971,RICARDO,15
26808,1971,RICCARDO,15
26809,1971,RICHARD,1014
26810,1971,RICK,9
26811,1971,RICKY,47
26812,1971,RIEL,5
26813,1971,ROBBIE,47
26814,1971,ROBBY,5
26815,1971,ROBERT,2226
26816,1971,ROBERTO,160
26817,1971,ROBIN,100
26818,1971,ROCCO,47
26819,1971,ROCH,15
26820,1971,ROCK,5
26821,1971,RODERICK,28
26822,1971,RODGER,12
26823,1971,RODNEY,136
26824,1971,ROGER,150
26825,1971,ROGERIO,7
26826,1971,ROLAND,23
26827,1971,ROMAN,14
26828,1971,ROMEO,5
26829,1971,RON,7
26830,1971,RONALD,440
26831,1971,RONNIE,17
26832,1971,RORY,6
26833,1971,ROSARIO,9
26834,1971,ROSS,47
26835,1971,ROY,75
26836,1971,RUBEN,6
26837,1971,RUDY,15
26838,1971,RUI,15
26839,1971,RUSSEL,5
26840,1971,RUSSELL,81
26841,1971,RYAN,172
26842,1971,SALVATORE,78
26843,1971,SAM,9
26844,1971,SAMIR,5
26845,1971,SAMMY,8
26846,1971,SAMUEL,58
26847,1971,SANDEEP,5
26848,1971,SANDRO,21
26849,1971,SANDY,14
26850,1971,SANTINO,6
26851,1971,SAVERIO,9
26852,1971,SCOT,19
26853,1971,SCOTT,1077
26854,1971,SCOTTY,6
26855,1971,SEAMUS,5
26856,1971,SEAN,701
26857,1971,SEBASTIAN,11
26858,1971,SEBASTIANO,8
26859,1971,SERGE,34
26860,1971,SERGIO,24
26861,1971,SHANE,226
26862,1971,SHANNON,52
26863,1971,SHAUN,75
26864,1971,SHAWN,650
26865,1971,SHAYNE,39
26866,1971,SHELDON,42
26867,1971,SIDNEY,13
26868,1971,SILVIO,6
26869,1971,SIMON,65
26870,1971,SOLOMON,6
26871,1971,SONNY,7
26872,1971,SOTIRIOS,6
26873,1971,SPENCER,12
26874,1971,SPIROS,8
26875,1971,STACEY,20
26876,1971,STACY,13
26877,1971,STANLEY,62
26878,1971,STAVROS,6
26879,1971,STEFAN,27
26880,1971,STEFANO,24
26881,1971,STEPHAN,48
26882,1971,STEPHANE,111
26883,1971,STÉPHANE,7
26884,1971,STEPHEN,824
26885,1971,STEVAN,6
26886,1971,STEVE,94
26887,1971,STEVEN,1183
26888,1971,STEWART,38
26889,1971,STUART,71
26890,1971,SUNIL,5
26891,1971,SYDNEY,9
26892,1971,SYLVAIN,23
26893,1971,TED,24
26894,1971,TEDDY,9
26895,1971,TERANCE,6
26896,1971,TERENCE,68
26897,1971,TERRANCE,42
26898,1971,TERRENCE,28
26899,1971,TERRY,163
26900,1971,THEODORE,37
26901,1971,THEODOROS,14
26902,1971,THIERRY,5
26903,1971,THOMAS,542
26904,1971,TIMMY,10
26905,1971,TIMOTHY,614
26906,1971,TOBY,11
26907,1971,TOD,5
26908,1971,TODD,420
26909,1971,TOM,25
26910,1971,TOMISLAV,11
26911,1971,TOMMASO,8
26912,1971,TOMMY,21
26913,1971,TONI,6
26914,1971,TONY,105
26915,1971,TRACY,8
26916,1971,TRAVIS,55
26917,1971,TRENT,17
26918,1971,TREVER,13
26919,1971,TREVOR,382
26920,1971,TRISTAN,6
26921,1971,TROY,167
26922,1971,TYLER,38
26923,1971,TYRONE,10
26924,1971,TYSON,11
26925,1971,VALENTINO,6
26926,1971,VANCE,13
26927,1971,VASILIOS,16
26928,1971,VAUGHN,8
26929,1971,VERNON,18
26930,1971,VICTOR,90
26931,1971,VINCE,6
26932,1971,VINCENT,99
26933,1971,VINCENZO,87
26934,1971,VITO,30
26935,1971,VITTORIO,10
26936,1971,VLADIMIR,6
26937,1971,WADE,48
26938,1971,WALLACE,11
26939,1971,WALTER,75
26940,1971,WARREN,73
26941,1971,WAYNE,265
26942,1971,WESLEY,55
26943,1971,WILFRED,9
26944,1971,WILLEM,7
26945,1971,WILLIAM,971
26946,1971,WILSON,7
26947,1971,WINSTON,8
26948,1971,YVAN,9
26949,1971,YVES,27
26950,1971,YVON,17
26951,1971,ZACHARY,7
26952,1972,AARON,227
26953,1972,ABRAHAM,7
26954,1972,ADAM,320
26955,1972,ADRIAN,112
26956,1972,ADRIANO,14
26957,1972,ADRIEN,10
26958,1972,AGOSTINO,9
26959,1972,ALAIN,63
26960,1972,ALAN,99
26961,1972,ALBERT,66
26962,1972,ALBERTO,15
26963,1972,ALDO,5
26964,1972,ALEKSANDAR,7
26965,1972,ALESSANDRO,20
26966,1972,ALEX,12
26967,1972,ALEXANDER,159
26968,1972,ALEXANDRE,7
26969,1972,ALFONSO,9
26970,1972,ALFRED,25
26971,1972,ALFREDO,6
26972,1972,ALI,5
26973,1972,ALISTAIR,9
26974,1972,ALLAN,144
26975,1972,ALLEN,46
26976,1972,ALVARO,5
26977,1972,ALVIN,15
26978,1972,AMIR,5
26979,1972,AMIT,7
26980,1972,ANAND,5
26981,1972,ANASTASIOS,16
26982,1972,ANDRE,100
26983,1972,ANDRÉ,11
26984,1972,ANDREA,13
26985,1972,ANDREAS,25
26986,1972,ANDREW,759
26987,1972,ANDY,23
26988,1972,ANGELO,71
26989,1972,ANGUS,13
26990,1972,ANTE,5
26991,1972,ANTHONY,319
26992,1972,ANTON,10
26993,1972,ANTONINO,20
26994,1972,ANTONIO,174
26995,1972,ANTONIOS,11
26996,1972,ANTONY,15
26997,1972,ARCHIE,6
26998,1972,ARMAND,10
26999,1972,ARNOLD,9
27000,1972,ARRON,7
27001,1972,ARTHUR,64
27002,1972,ARUN,7
27003,1972,ASHLEY,16
27004,1972,ATHANASIOS,16
27005,1972,ATTILA,7
27006,1972,ATTILIO,5
27007,1972,AUSTIN,6
27008,1972,AVERY,6
27009,1972,BABY,228
27010,1972,BARRY,100
27011,1972,BART,6
27012,1972,BARTHOLOMEW,6
27013,1972,BASIL,6
27014,1972,BEN,7
27015,1972,BENJAMIN,108
27016,1972,BENOIT,10
27017,1972,BERNARD,46
27018,1972,BILL,21
27019,1972,BILLY,14
27020,1972,BLAINE,16
27021,1972,BLAIR,63
27022,1972,BLAKE,17
27023,1972,BOBBY,20
27024,1972,BORIS,7
27025,1972,BOY,5
27026,1972,BRAD,26
27027,1972,BRADFORD,8
27028,1972,BRADLEY,428
27029,1972,BRADLY,8
27030,1972,BRANDON,72
27031,1972,BRANT,6
27032,1972,BRENDAN,41
27033,1972,BRENNAN,7
27034,1972,BRENT,236
27035,1972,BRENTON,8
27036,1972,BRET,6
27037,1972,BRETT,141
27038,1972,BRIAN,708
27039,1972,BROCK,8
27040,1972,BRUCE,125
27041,1972,BRUNO,41
27042,1972,BRYAN,202
27043,1972,BRYCE,22
27044,1972,BRYON,8
27045,1972,BYRON,14
27046,1972,CALEB,6
27047,1972,CALOGERO,8
27048,1972,CALVIN,35
27049,1972,CAMERON,70
27050,1972,CAMPBELL,6
27051,1972,CAREY,9
27052,1972,CARL,110
27053,1972,CARLO,34
27054,1972,CARLOS,33
27055,1972,CARMELO,12
27056,1972,CARMEN,6
27057,1972,CARMINE,22
27058,1972,CARSON,5
27059,1972,CARY,10
27060,1972,CASEY,26
27061,1972,CECIL,9
27062,1972,CHAD,179
27063,1972,CHADWICK,40
27064,1972,CHARLES,245
27065,1972,CHARLIE,9
27066,1972,CHRIS,39
27067,1972,CHRISTIAN,164
27068,1972,CHRISTOPHE,5
27069,1972,CHRISTOPHER,2172
27070,1972,CHRISTOS,26
27071,1972,CLARENCE,15
27072,1972,CLARK,7
27073,1972,CLAUDE,38
27074,1972,CLAUDIO,38
27075,1972,CLAYTON,50
27076,1972,CLEMENT,5
27077,1972,CLIFFORD,47
27078,1972,CLINT,23
27079,1972,CLINTON,54
27080,1972,CODY,6
27081,1972,COLIN,181
27082,1972,COLLIN,14
27083,1972,CONRAD,16
27084,1972,CONSTANTINE,7
27085,1972,CONSTANTINOS,6
27086,1972,COREY,103
27087,1972,CORRADO,11
27088,1972,CORRIE,9
27089,1972,CORY,143
27090,1972,CRAIG,401
27091,1972,CRISTOPHER,7
27092,1972,CURT,6
27093,1972,CURTIS,68
27094,1972,CYRIL,7
27095,1972,DALE,162
27096,1972,DALLAS,9
27097,1972,DAMIAN,7
27098,1972,DAMIEN,6
27099,1972,DAMIR,5
27100,1972,DAMON,14
27101,1972,DAN,10
27102,1972,DANA,20
27103,1972,DANE,8
27104,1972,DANIAL,5
27105,1972,DANIEL,861
27106,1972,DANIELE,32
27107,1972,DANNY,116
27108,1972,DANY,7
27109,1972,DARCY,65
27110,1972,DAREN,5
27111,1972,DARIN,23
27112,1972,DARIO,10
27113,1972,DARREL,8
27114,1972,DARRELL,71
27115,1972,DARREN,317
27116,1972,DARRIN,38
27117,1972,DARRYL,147
27118,1972,DARYL,63
27119,1972,DAVE,23
27120,1972,DAVID,2203
27121,1972,DAVIDE,19
27122,1972,DAVIS,5
27123,1972,DEAN,173
27124,1972,DEMETRIOS,18
27125,1972,DENIS,66
27126,1972,DENNIS,211
27127,1972,DENNY,18
27128,1972,DERECK,5
27129,1972,DEREK,563
27130,1972,DERICK,11
27131,1972,DERRICK,54
27132,1972,DESMOND,16
27133,1972,DEVIN,11
27134,1972,DEXTER,5
27135,1972,DIMITRIOS,38
27136,1972,DINO,54
27137,1972,DION,8
27138,1972,DIRK,5
27139,1972,DOMENIC,9
27140,1972,DOMENICO,75
27141,1972,DOMINIC,22
27142,1972,DOMINIQUE,6
27143,1972,DON,7
27144,1972,DONALD,376
27145,1972,DONATO,15
27146,1972,DONNY,9
27147,1972,DONOVAN,11
27148,1972,DOUGLAS,323
27149,1972,DREW,18
27150,1972,DUANE,118
27151,1972,DUNCAN,22
27152,1972,DUSTIN,32
27153,1972,DWAYNE,148
27154,1972,DWIGHT,23
27155,1972,DYLAN,23
27156,1972,EARL,25
27157,1972,EDDIE,7
27158,1972,EDDY,6
27159,1972,EDGAR,10
27160,1972,EDMUND,8
27161,1972,EDWARD,280
27162,1972,EDWIN,24
27163,1972,ELDON,5
27164,1972,ELI,10
27165,1972,ELIAS,9
27166,1972,ELIO,8
27167,1972,ELLIOTT,6
27168,1972,ELVIS,14
27169,1972,EMANUEL,10
27170,1972,EMIL,6
27171,1972,EMILE,8
27172,1972,EMILIO,7
27173,1972,EMMANUEL,10
27174,1972,ENRICO,13
27175,1972,ENZO,12
27176,1972,ERIC,290
27177,1972,ERICK,11
27178,1972,ERIK,43
27179,1972,ERNEST,41
27180,1972,ERNESTO,5
27181,1972,ERROL,5
27182,1972,ETHAN,6
27183,1972,ETIENNE,6
27184,1972,EUGENE,39
27185,1972,EUGENIO,9
27186,1972,EVAGELOS,6
27187,1972,EVAN,23
27188,1972,EVANGELOS,5
27189,1972,EVERETT,12
27190,1972,FABIAN,10
27191,1972,FABIO,25
27192,1972,FABRIZIO,15
27193,1972,FAUSTO,5
27194,1972,FELICE,11
27195,1972,FELIX,9
27196,1972,FERNAND,8
27197,1972,FERNANDO,19
27198,1972,FILIPPO,13
27199,1972,FLOYD,8
27200,1972,FORREST,5
27201,1972,FOTIOS,5
27202,1972,FRANCESCO,93
27203,1972,FRANCIS,50
27204,1972,FRANCISCO,9
27205,1972,FRANCO,61
27206,1972,FRANCOIS,18
27207,1972,FRANK,151
27208,1972,FRANKIE,5
27209,1972,FRANKLIN,16
27210,1972,FRANZ,5
27211,1972,FRASER,12
27212,1972,FRED,9
27213,1972,FREDERICK,89
27214,1972,FREDRICK,16
27215,1972,GABRIEL,24
27216,1972,GABRIELE,9
27217,1972,GAETAN,9
27218,1972,GAETANO,15
27219,1972,GARETH,8
27220,1972,GARETT,6
27221,1972,GARNET,7
27222,1972,GARRETT,7
27223,1972,GARRY,35
27224,1972,GARTH,19
27225,1972,GARY,222
27226,1972,GAVIN,31
27227,1972,GENE,11
27228,1972,GENNARO,8
27229,1972,GEOFFREY,166
27230,1972,GEORGE,309
27231,1972,GEORGES,6
27232,1972,GERALD,129
27233,1972,GERARD,26
27234,1972,GERARDO,6
27235,1972,GERRY,16
27236,1972,GIANCARLO,5
27237,1972,GIANFRANCO,7
27238,1972,GIANNI,16
27239,1972,GIL,6
27240,1972,GILBERT,24
27241,1972,GILLES,23
27242,1972,GINO,20
27243,1972,GIORGIO,6
27244,1972,GIOVANNI,103
27245,1972,GIULIANO,6
27246,1972,GIUSEPPE,168
27247,1972,GLEN,122
27248,1972,GLENDON,6
27249,1972,GLENN,100
27250,1972,GORDON,163
27251,1972,GRAEME,20
27252,1972,GRAHAM,66
27253,1972,GRANT,75
27254,1972,GREG,12
27255,1972,GREGG,7
27256,1972,GREGOIRE,5
27257,1972,GREGORY,641
27258,1972,GUS,10
27259,1972,GUY,57
27260,1972,HANS,13
27261,1972,HARALAMBOS,5
27262,1972,HARLEY,5
27263,1972,HAROLD,52
27264,1972,HARRY,33
27265,1972,HARVEY,17
27266,1972,HEATH,7
27267,1972,HENRI,11
27268,1972,HENRY,55
27269,1972,HERBERT,7
27270,1972,HERMAN,6
27271,1972,HOWARD,49
27272,1972,HUBERT,5
27273,1972,HUGH,25
27274,1972,HUGO,8
27275,1972,IAIN,8
27276,1972,IAN,336
27277,1972,ILIAS,7
27278,1972,INFANT,5
27279,1972,IOANNIS,12
27280,1972,ISAAC,12
27281,1972,IVAN,38
27282,1972,IVANO,5
27283,1972,J,6
27284,1972,JACK,31
27285,1972,JACOB,40
27286,1972,JACQUES,24
27287,1972,JAIME,5
27288,1972,JAKE,10
27289,1972,JAMES,1353
27290,1972,JAMESON,5
27291,1972,JAMEY,5
27292,1972,JAMIE,257
27293,1972,JAMIESON,6
27294,1972,JAN,21
27295,1972,JARED,14
27296,1972,JARET,9
27297,1972,JARRET,12
27298,1972,JARRETT,5
27299,1972,JARROD,15
27300,1972,JASEN,5
27301,1972,JASON,2601
27302,1972,JAY,64
27303,1972,JAYSON,26
27304,1972,JEAN,71
27305,1972,JEAN-FRANCOIS,10
27306,1972,JEAN-GUY,8
27307,1972,JEAN-MARC,7
27308,1972,JEAN-PAUL,20
27309,1972,JEAN-PIERRE,11
27310,1972,JEFF,5
27311,1972,JEFFEREY,6
27312,1972,JEFFERSON,13
27313,1972,JEFFERY,378
27314,1972,JEFFORY,6
27315,1972,JEFFREY,834
27316,1972,JEREMIAH,6
27317,1972,JEREMY,285
27318,1972,JEROME,13
27319,1972,JERRY,54
27320,1972,JESSE,48
27321,1972,JIM,22
27322,1972,JIMMY,28
27323,1972,JOAO,18
27324,1972,JOCELYN,7
27325,1972,JODI,8
27326,1972,JODIE,6
27327,1972,JODY,106
27328,1972,JOE,28
27329,1972,JOEL,124
27330,1972,JOESPH,6
27331,1972,JOEY,22
27332,1972,JOHANNES,8
27333,1972,JOHN,1633
27334,1972,JOHNATHAN,14
27335,1972,JOHNATHON,7
27336,1972,JOHNNY,40
27337,1972,JOHN-PAUL,8
27338,1972,JON,46
27339,1972,JONAH,5
27340,1972,JONAS,5
27341,1972,JONATHAN,302
27342,1972,JONATHON,40
27343,1972,JORDAN,34
27344,1972,JORGE,12
27345,1972,JOSE,63
27346,1972,JOSEPH,1382
27347,1972,JOSHUA,81
27348,1972,JOSIP,8
27349,1972,JUAN,7
27350,1972,JULES,8
27351,1972,JULIAN,33
27352,1972,JULIEN,7
27353,1972,JULIO,6
27354,1972,JULIUS,5
27355,1972,JUSTIN,141
27356,1972,KAI,6
27357,1972,KAREEM,5
27358,1972,KARL,46
27359,1972,KEITH,235
27360,1972,KELLY,66
27361,1972,KELVIN,6
27362,1972,KEN,14
27363,1972,KENNETH,483
27364,1972,KENNY,5
27365,1972,KENT,44
27366,1972,KERRY,19
27367,1972,KEVIN,1095
27368,1972,KIERAN,7
27369,1972,KIETH,6
27370,1972,KIM,10
27371,1972,KIRBY,7
27372,1972,KIRK,73
27373,1972,KLAUS,5
27374,1972,KONSTANTINOS,25
27375,1972,KRIS,15
27376,1972,KRISTEN,8
27377,1972,KRISTIAN,23
27378,1972,KRISTOPHER,25
27379,1972,KURT,30
27380,1972,KURTIS,7
