_id,YEAR,GEOGRAPHY,IMMIGRANT,TYPE OF WORK,WAGE RATE,EDUCATION,AGE GROUP,Both sexes,Men,Women
8056,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,"Total, all education levels",15 +,12.5,12.5,12.5
8057,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,"Total, all education levels",25 +,14,15,14
8058,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,"Total, all education levels",25 - 34,13.5,15,12.5
8059,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,"Total, all education levels",25 - 54,14,15,14
8060,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,"Total, all education levels",25 - 64,14,15,14
8061,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, 0 - 8 years,15 +,10.5,10.6,10
8062,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, 0 - 8 years,25 +,10.9,10.9,11.5
8063,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, 0 - 8 years,25 - 34,0,0,0
8064,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, 0 - 8 years,25 - 54,10.9,0,0
8065,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, 0 - 8 years,25 - 64,10.9,0,10
8066,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some high school,15 +,9.9,10,9.5
8067,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some high school,25 +,11.7,10.5,12.5
8068,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some high school,25 - 34,0,0,0
8069,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some high school,25 - 54,12,0,0
8070,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some high school,25 - 64,11.7,11,11.8
8071,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, High school graduate,15 +,11,12,10.4
8072,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, High school graduate,25 +,11.5,12,11
8073,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, High school graduate,25 - 34,10.1,0,10
8074,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, High school graduate,25 - 54,12,13,11
8075,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, High school graduate,25 - 64,11,12,11
8076,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some post-secondary,15 +,10.5,12,10
8077,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some post-secondary,25 +,13,14,11
8078,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some post-secondary,25 - 34,12,0,0
8079,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some post-secondary,25 - 54,14,0,11
8080,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Some post-secondary,25 - 64,13,14,10.8
8081,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Post-secondary certificate or diploma,15 +,14,12,15
8082,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Post-secondary certificate or diploma,25 +,15,14,15
8083,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 34,12.6,0,13.3
8084,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 54,14.3,13.2,15
8085,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 64,15,13.7,15
8086,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, University degree,15 +,19,19.7,18
8087,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, University degree,25 +,19.7,19.8,19.2
8088,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, University degree,25 - 34,18,18,17
8089,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, University degree,25 - 54,18.4,19,18
8090,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage, University degree,25 - 64,19.4,19.8,19
8091,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Bachelor's degree,15 +,17.9,18,17
8092,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Bachelor's degree,25 +,18,18.4,18
8093,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Bachelor's degree,25 - 34,16,0,15
8094,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Bachelor's degree,25 - 54,17.5,17.9,17
8095,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Bachelor's degree,25 - 64,18,18,18
8096,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Above bachelor's degree,15 +,22,23.1,21.6
8097,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Above bachelor's degree,25 +,22,24,21.6
8098,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Above bachelor's degree,25 - 34,23.1,0,0
8099,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Above bachelor's degree,25 - 54,21.9,24,20
8100,2009, Ontario,  Recent immigrants 5+ years, Part-time,  Median hourly wage,  Above bachelor's degree,25 - 64,22.7,30,20
8101,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,"Total, all education levels",15 +,17.3,18.5,15.4
8102,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,"Total, all education levels",25 +,18,20.2,16.7
8103,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,"Total, all education levels",25 - 34,16.4,17.6,15.9
8104,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,"Total, all education levels",25 - 54,18.7,21,17
8105,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,"Total, all education levels",25 - 64,18,20.2,16.7
8106,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, 0 - 8 years,15 +,10.9,10.9,0
8107,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, 0 - 8 years,25 +,10.9,0,0
8108,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, 0 - 8 years,25 - 34,0,0,0
8109,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, 0 - 8 years,25 - 54,10.9,0,0
8110,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, 0 - 8 years,25 - 64,10.9,0,0
8111,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some high school,15 +,10,11.5,9.5
8112,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some high school,25 +,11.5,12.5,0
8113,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some high school,25 - 34,0,0,0
8114,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some high school,25 - 54,11.5,13,0
8115,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some high school,25 - 64,11.5,12.5,0
8116,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, High school graduate,15 +,11.5,15,10.3
8117,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, High school graduate,25 +,12.5,15,10
8118,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, High school graduate,25 - 34,12,16.2,10.1
8119,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, High school graduate,25 - 54,13,16,10.6
8120,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, High school graduate,25 - 64,12.5,15.5,10
8121,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some post-secondary,15 +,13,15.7,11
8122,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some post-secondary,25 +,16.3,18,13
8123,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some post-secondary,25 - 34,17,0,0
8124,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some post-secondary,25 - 54,16.3,18,13
8125,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Some post-secondary,25 - 64,16.3,18,13
8126,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Post-secondary certificate or diploma,15 +,16,17,14.8
8127,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Post-secondary certificate or diploma,25 +,16.2,17.9,15
8128,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Post-secondary certificate or diploma,25 - 34,15.5,16,15.5
8129,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Post-secondary certificate or diploma,25 - 54,16.3,17.9,15
8130,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, Post-secondary certificate or diploma,25 - 64,16.2,17.9,15
8131,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, University degree,15 +,22.6,25.6,20
8132,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, University degree,25 +,23,26,20
8133,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, University degree,25 - 34,22.8,28,21.1
8134,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, University degree,25 - 54,23.1,26.4,20
8135,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage, University degree,25 - 64,23,26,20
8136,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Bachelor's degree,15 +,21,25,19.2
8137,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Bachelor's degree,25 +,21.1,25,19.2
8138,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Bachelor's degree,25 - 34,20,20,19.2
8139,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Bachelor's degree,25 - 54,21.1,25.6,19.2
8140,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Bachelor's degree,25 - 64,21.1,25,19.2
8141,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Above bachelor's degree,15 +,24,27.4,23.1
8142,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Above bachelor's degree,25 +,24,27.4,23.1
8143,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Above bachelor's degree,25 - 34,30,34.6,24
8144,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Above bachelor's degree,25 - 54,25,28.4,23.2
8145,2009, Ontario,"   Recent immigrants, 5+ to 10 years",All employees,  Median hourly wage,  Above bachelor's degree,25 - 64,24,27,23.1
8146,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,"Total, all education levels",15 +,18.5,20,17
8147,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,"Total, all education levels",25 +,19.2,21,17.3
8148,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,"Total, all education levels",25 - 34,17.3,18,16.8
8149,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,"Total, all education levels",25 - 54,19.5,21.6,17.6
8150,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,"Total, all education levels",25 - 64,19.2,21,17.3
8151,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, 0 - 8 years,15 +,12,0,0
8152,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, 0 - 8 years,25 +,12,0,0
8153,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, 0 - 8 years,25 - 34,0,0,0
8154,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, 0 - 8 years,25 - 54,12,0,0
8155,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, 0 - 8 years,25 - 64,12,0,0
8156,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some high school,15 +,12.5,14,0
8157,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some high school,25 +,11.5,13,0
8158,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some high school,25 - 34,0,0,0
8159,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some high school,25 - 54,12.8,14.4,0
8160,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some high school,25 - 64,11.5,13,0
8161,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, High school graduate,15 +,13,15,11
8162,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, High school graduate,25 +,13.2,16,11
8163,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, High school graduate,25 - 34,12.5,16.2,11
8164,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, High school graduate,25 - 54,14,16.2,11
8165,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, High school graduate,25 - 64,13.3,16,11
8166,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some post-secondary,15 +,16.3,18,13
8167,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some post-secondary,25 +,16.5,18,0
8168,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some post-secondary,25 - 34,18,0,0
8169,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some post-secondary,25 - 54,16.8,0,0
8170,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Some post-secondary,25 - 64,16.5,18,0
8171,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Post-secondary certificate or diploma,15 +,16.9,17.9,15
8172,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Post-secondary certificate or diploma,25 +,17,18.7,15.5
8173,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 34,16,17.3,15.5
8174,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 54,17,18.7,15.4
8175,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 64,17,18.7,15.5
8176,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, University degree,15 +,23.1,26.4,20.2
8177,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, University degree,25 +,23.1,26.4,20.5
8178,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, University degree,25 - 34,23,28.4,21.5
8179,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, University degree,25 - 54,23.5,26.4,20.5
8180,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage, University degree,25 - 64,23.1,26.4,20.5
8181,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Bachelor's degree,15 +,21.5,25.6,19.2
8182,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Bachelor's degree,25 +,21.6,25.6,19.2
8183,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Bachelor's degree,25 - 34,20,23,19.2
8184,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Bachelor's degree,25 - 54,21.6,26,19.2
8185,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Bachelor's degree,25 - 64,21.6,25.6,19.2
8186,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Above bachelor's degree,15 +,25,27.4,24
8187,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Above bachelor's degree,25 +,25.3,27.9,24
8188,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Above bachelor's degree,25 - 34,30,35,25.3
8189,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Above bachelor's degree,25 - 54,25.5,28.4,24
8190,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Full-time,  Median hourly wage,  Above bachelor's degree,25 - 64,25,27,24
8191,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,"Total, all education levels",15 +,11,10.9,11
8192,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,"Total, all education levels",25 +,13,13,13.3
8193,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,"Total, all education levels",25 - 34,13.3,15,13.3
8194,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,"Total, all education levels",25 - 54,13.5,13,13.8
8195,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,"Total, all education levels",25 - 64,13,13,13.3
8196,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, 0 - 8 years,15 +,0,0,0
8197,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, 0 - 8 years,25 +,0,0,0
8198,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, 0 - 8 years,25 - 34,0,0,0
8199,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, 0 - 8 years,25 - 54,0,0,0
8200,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, 0 - 8 years,25 - 64,0,0,0
8201,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some high school,15 +,9,0,0
8202,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some high school,25 +,0,0,0
8203,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some high school,25 - 34,0,0,0
8204,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some high school,25 - 54,0,0,0
8205,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some high school,25 - 64,0,0,0
8206,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, High school graduate,15 +,10,0,10
8207,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, High school graduate,25 +,10,0,10
8208,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, High school graduate,25 - 34,0,0,0
8209,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, High school graduate,25 - 54,10.1,0,10
8210,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, High school graduate,25 - 64,10,0,10
8211,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some post-secondary,15 +,10.2,12,10
8212,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some post-secondary,25 +,0,0,0
8213,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some post-secondary,25 - 34,0,0,0
8214,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some post-secondary,25 - 54,0,0,0
8215,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Some post-secondary,25 - 64,0,0,0
8216,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Post-secondary certificate or diploma,15 +,12.5,10,13.3
8217,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Post-secondary certificate or diploma,25 +,13.3,0,13.3
8218,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 34,0,0,0
8219,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 54,13.3,0,13.8
8220,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, Post-secondary certificate or diploma,25 - 64,13.3,0,13.3
8221,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, University degree,15 +,17.3,17,18
8222,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, University degree,25 +,17.9,17.5,18
8223,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, University degree,25 - 34,19.9,0,0
8224,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, University degree,25 - 54,17.9,17.3,18
8225,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage, University degree,25 - 64,17.9,17.5,18
8226,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Bachelor's degree,15 +,15,0,15
8227,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Bachelor's degree,25 +,15,0,15
8228,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Bachelor's degree,25 - 34,0,0,0
8229,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Bachelor's degree,25 - 54,15,0,18
8230,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Bachelor's degree,25 - 64,15,0,15
8231,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Above bachelor's degree,15 +,19.9,0,18
8232,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Above bachelor's degree,25 +,19.9,0,18
8233,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Above bachelor's degree,25 - 34,0,0,0
8234,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Above bachelor's degree,25 - 54,20,0,18
8235,2009, Ontario,"   Recent immigrants, 5+ to 10 years", Part-time,  Median hourly wage,  Above bachelor's degree,25 - 64,19.9,0,18
8236,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage,"Total, all education levels",15 +,20,22,18.6
8237,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage,"Total, all education levels",25 +,20.5,23,19
8238,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage,"Total, all education levels",25 - 34,19,19,19.2
8239,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage,"Total, all education levels",25 - 54,20.5,23,19
8240,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage,"Total, all education levels",25 - 64,20.5,23,19
8241,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, 0 - 8 years,15 +,14,16,12
8242,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, 0 - 8 years,25 +,14,16,12
8243,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, 0 - 8 years,25 - 34,0,0,0
8244,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, 0 - 8 years,25 - 54,14.3,15.3,13.7
8245,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, 0 - 8 years,25 - 64,14,16.5,12
8246,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some high school,15 +,15,17,12.8
8247,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some high school,25 +,15.9,18,14
8248,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some high school,25 - 34,15,15,0
8249,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some high school,25 - 54,15,16.5,13.5
8250,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some high school,25 - 64,15.8,18.1,13
8251,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, High school graduate,15 +,16,18,15
8252,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, High school graduate,25 +,16.8,18.1,15
8253,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, High school graduate,25 - 34,15.5,16.6,14.4
8254,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, High school graduate,25 - 54,16.4,18,15
8255,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, High school graduate,25 - 64,17,18.5,15
8256,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some post-secondary,15 +,18,19,17.4
8257,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some post-secondary,25 +,20.2,22,19.2
8258,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some post-secondary,25 - 34,18,16.8,18.5
8259,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some post-secondary,25 - 54,20,21,19
8260,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Some post-secondary,25 - 64,20,21.8,19.2
8261,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Post-secondary certificate or diploma,15 +,20,22,18.9
8262,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Post-secondary certificate or diploma,25 +,20.2,23,19
8263,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Post-secondary certificate or diploma,25 - 34,17.1,18,16.5
8264,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Post-secondary certificate or diploma,25 - 54,20.3,22.5,19
8265,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, Post-secondary certificate or diploma,25 - 64,20.2,23,19
8266,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, University degree,15 +,28.9,32.2,26.9
8267,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, University degree,25 +,29.1,32.7,27.5
8268,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, University degree,25 - 34,26.4,25,27.4
8269,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, University degree,25 - 54,28.9,32.7,27.5
8270,2009, Ontario,"   Established immigrants, 10+ years",All employees,  Median hourly wage, University degree,25 - 64,29.2,33,27.5
